id,breed
beagle_119,beagle
beagle_120,beagle
beagle_121,beagle
beagle_122,beagle
beagle_123,beagle
beagle_124,beagle
beagle_125,beagle
beagle_126,beagle
beagle_127,beagle
beagle_128,beagle
beagle_129,beagle
beagle_12,beagle
beagle_130,beagle
beagle_131,beagle
beagle_133,beagle
beagle_134,beagle
beagle_135,beagle
beagle_136,beagle
beagle_137,beagle
beagle_138,beagle
beagle_139,beagle
beagle_13,beagle
beagle_140,beagle
beagle_141,beagle
beagle_142,beagle
beagle_143,beagle
beagle_144,beagle
beagle_145,beagle
beagle_146,beagle
beagle_147,beagle
beagle_148,beagle
Bengal_100,Bengal
Bengal_101,Bengal
Bengal_102,Bengal
Bengal_103,Bengal
Bengal_104,Bengal
Bengal_105,Bengal
Bengal_106,Bengal
Bengal_107,Bengal
Bengal_108,Bengal
Bengal_109,Bengal
Bengal_10,Bengal
Bengal_110,Bengal
Bengal_111,Bengal
Bengal_112,Bengal
Bengal_113,Bengal
Bengal_114,Bengal
Bengal_115,Bengal
Bengal_116,Bengal
Bengal_117,Bengal
Bengal_118,Bengal
Bengal_119,Bengal
Bengal_11,Bengal
Bengal_120,Bengal
Bengal_121,Bengal
Bengal_122,Bengal
Bengal_123,Bengal
Bengal_124,Bengal
Bengal_125,Bengal
Bengal_126,Bengal
Bengal_127,Bengal
Bengal_128,Bengal
Bengal_129,Bengal
Bengal_12,Bengal
Bengal_130,Bengal
Bengal_131,Bengal
Bengal_132,Bengal
Bengal_133,Bengal
Bengal_134,Bengal
Bengal_135,Bengal
Bengal_136,Bengal
Bengal_137,Bengal
Bengal_138,Bengal
Bengal_139,Bengal
Bengal_13,Bengal
Bengal_140,Bengal
Bengal_141,Bengal
Bengal_142,Bengal
Bengal_143,Bengal
Bengal_144,Bengal
Bengal_145,Bengal
Birman_100,Birman
Birman_101,Birman
Birman_102,Birman
Birman_103,Birman
Birman_104,Birman
Birman_105,Birman
Birman_106,Birman
Birman_107,Birman
Birman_108,Birman
Birman_109,Birman
Birman_10,Birman
Birman_110,Birman
Birman_111,Birman
Birman_112,Birman
Birman_113,Birman
Birman_114,Birman
Birman_115,Birman
Birman_116,Birman
Birman_117,Birman
Birman_118,Birman
Birman_119,Birman
Birman_11,Birman
Birman_120,Birman
Birman_121,Birman
Birman_122,Birman
Birman_123,Birman
Birman_124,Birman
Birman_125,Birman
Birman_126,Birman
Birman_127,Birman
Birman_128,Birman
Birman_129,Birman
Birman_12,Birman
Birman_130,Birman
Birman_131,Birman
Birman_132,Birman
Birman_133,Birman
Birman_134,Birman
Birman_135,Birman
Birman_136,Birman
Birman_137,Birman
Birman_138,Birman
Birman_139,Birman
Birman_13,Birman
Birman_140,Birman
Birman_141,Birman
Birman_142,Birman
Birman_143,Birman
Birman_144,Birman
Birman_145,Birman
Bombay_100,Bombay
Bombay_101,Bombay
Bombay_102,Bombay
Bombay_103,Bombay
Bombay_104,Bombay
Bombay_105,Bombay
Bombay_106,Bombay
Bombay_107,Bombay
Bombay_108,Bombay
Bombay_109,Bombay
Bombay_10,Bombay
Bombay_110,Bombay
Bombay_111,Bombay
Bombay_112,Bombay
Bombay_113,Bombay
Bombay_114,Bombay
Bombay_115,Bombay
Bombay_116,Bombay
Bombay_117,Bombay
Bombay_118,Bombay
Bombay_119,Bombay
Bombay_120,Bombay
Bombay_121,Bombay
Bombay_122,Bombay
Bombay_123,Bombay
Bombay_125,Bombay
Bombay_126,Bombay
Bombay_127,Bombay
Bombay_128,Bombay
Bombay_129,Bombay
Bombay_12,Bombay
Bombay_130,Bombay
Bombay_131,Bombay
Bombay_132,Bombay
Bombay_133,Bombay
Bombay_134,Bombay
Bombay_135,Bombay
Bombay_136,Bombay
Bombay_137,Bombay
Bombay_138,Bombay
Bombay_139,Bombay
Bombay_13,Bombay
Bombay_140,Bombay
Bombay_141,Bombay
Bombay_143,Bombay
Bombay_144,Bombay
Bombay_145,Bombay
Bombay_146,Bombay
Bombay_148,Bombay
boxer_100,boxer
boxer_101,boxer
boxer_102,boxer
boxer_103,boxer
boxer_104,boxer
boxer_105,boxer
boxer_106,boxer
boxer_107,boxer
boxer_108,boxer
boxer_109,boxer
boxer_10,boxer
boxer_110,boxer
boxer_111,boxer
boxer_112,boxer
boxer_113,boxer
boxer_114,boxer
boxer_115,boxer
boxer_116,boxer
boxer_117,boxer
boxer_118,boxer
boxer_119,boxer
boxer_11,boxer
boxer_120,boxer
boxer_121,boxer
boxer_122,boxer
boxer_123,boxer
boxer_124,boxer
boxer_125,boxer
boxer_126,boxer
boxer_127,boxer
boxer_128,boxer
boxer_129,boxer
boxer_12,boxer
boxer_130,boxer
boxer_131,boxer
boxer_132,boxer
boxer_133,boxer
boxer_134,boxer
boxer_135,boxer
boxer_136,boxer
boxer_137,boxer
boxer_138,boxer
boxer_139,boxer
boxer_13,boxer
boxer_140,boxer
boxer_141,boxer
boxer_142,boxer
boxer_143,boxer
boxer_144,boxer
boxer_145,boxer
British_Shorthair_100,British_Shorthair
British_Shorthair_101,British_Shorthair
British_Shorthair_102,British_Shorthair
British_Shorthair_103,British_Shorthair
British_Shorthair_104,British_Shorthair
British_Shorthair_105,British_Shorthair
British_Shorthair_106,British_Shorthair
British_Shorthair_107,British_Shorthair
British_Shorthair_108,British_Shorthair
British_Shorthair_109,British_Shorthair
British_Shorthair_10,British_Shorthair
British_Shorthair_110,British_Shorthair
British_Shorthair_111,British_Shorthair
British_Shorthair_112,British_Shorthair
British_Shorthair_113,British_Shorthair
British_Shorthair_114,British_Shorthair
British_Shorthair_115,British_Shorthair
British_Shorthair_116,British_Shorthair
British_Shorthair_117,British_Shorthair
British_Shorthair_118,British_Shorthair
British_Shorthair_119,British_Shorthair
British_Shorthair_120,British_Shorthair
British_Shorthair_121,British_Shorthair
British_Shorthair_122,British_Shorthair
British_Shorthair_123,British_Shorthair
British_Shorthair_124,British_Shorthair
British_Shorthair_125,British_Shorthair
British_Shorthair_126,British_Shorthair
British_Shorthair_127,British_Shorthair
British_Shorthair_128,British_Shorthair
British_Shorthair_129,British_Shorthair
British_Shorthair_130,British_Shorthair
British_Shorthair_133,British_Shorthair
British_Shorthair_134,British_Shorthair
British_Shorthair_135,British_Shorthair
British_Shorthair_136,British_Shorthair
British_Shorthair_137,British_Shorthair
British_Shorthair_139,British_Shorthair
British_Shorthair_140,British_Shorthair
British_Shorthair_141,British_Shorthair
British_Shorthair_144,British_Shorthair
British_Shorthair_145,British_Shorthair
British_Shorthair_148,British_Shorthair
British_Shorthair_149,British_Shorthair
British_Shorthair_151,British_Shorthair
British_Shorthair_153,British_Shorthair
British_Shorthair_154,British_Shorthair
British_Shorthair_155,British_Shorthair
British_Shorthair_156,British_Shorthair
British_Shorthair_157,British_Shorthair
chihuahua_100,chihuahua
chihuahua_101,chihuahua
chihuahua_102,chihuahua
chihuahua_103,chihuahua
chihuahua_104,chihuahua
chihuahua_105,chihuahua
chihuahua_106,chihuahua
chihuahua_107,chihuahua
chihuahua_108,chihuahua
chihuahua_109,chihuahua
chihuahua_10,chihuahua
chihuahua_110,chihuahua
chihuahua_111,chihuahua
chihuahua_112,chihuahua
chihuahua_113,chihuahua
chihuahua_114,chihuahua
chihuahua_115,chihuahua
chihuahua_116,chihuahua
chihuahua_117,chihuahua
chihuahua_118,chihuahua
chihuahua_119,chihuahua
chihuahua_11,chihuahua
chihuahua_120,chihuahua
chihuahua_121,chihuahua
chihuahua_122,chihuahua
chihuahua_123,chihuahua
chihuahua_124,chihuahua
chihuahua_125,chihuahua
chihuahua_126,chihuahua
chihuahua_127,chihuahua
chihuahua_128,chihuahua
chihuahua_129,chihuahua
chihuahua_12,chihuahua
chihuahua_130,chihuahua
chihuahua_131,chihuahua
chihuahua_132,chihuahua
chihuahua_133,chihuahua
chihuahua_134,chihuahua
chihuahua_135,chihuahua
chihuahua_136,chihuahua
chihuahua_137,chihuahua
chihuahua_138,chihuahua
chihuahua_139,chihuahua
chihuahua_13,chihuahua
chihuahua_140,chihuahua
chihuahua_141,chihuahua
chihuahua_142,chihuahua
chihuahua_143,chihuahua
chihuahua_144,chihuahua
chihuahua_145,chihuahua
Egyptian_Mau_100,Egyptian_Mau
Egyptian_Mau_101,Egyptian_Mau
Egyptian_Mau_102,Egyptian_Mau
Egyptian_Mau_103,Egyptian_Mau
Egyptian_Mau_104,Egyptian_Mau
Egyptian_Mau_105,Egyptian_Mau
Egyptian_Mau_106,Egyptian_Mau
Egyptian_Mau_107,Egyptian_Mau
Egyptian_Mau_108,Egyptian_Mau
Egyptian_Mau_109,Egyptian_Mau
Egyptian_Mau_10,Egyptian_Mau
Egyptian_Mau_110,Egyptian_Mau
Egyptian_Mau_111,Egyptian_Mau
Egyptian_Mau_112,Egyptian_Mau
Egyptian_Mau_113,Egyptian_Mau
Egyptian_Mau_114,Egyptian_Mau
Egyptian_Mau_115,Egyptian_Mau
Egyptian_Mau_116,Egyptian_Mau
Egyptian_Mau_117,Egyptian_Mau
Egyptian_Mau_118,Egyptian_Mau
Egyptian_Mau_119,Egyptian_Mau
Egyptian_Mau_11,Egyptian_Mau
Egyptian_Mau_120,Egyptian_Mau
Egyptian_Mau_121,Egyptian_Mau
Egyptian_Mau_122,Egyptian_Mau
Egyptian_Mau_123,Egyptian_Mau
Egyptian_Mau_124,Egyptian_Mau
Egyptian_Mau_125,Egyptian_Mau
Egyptian_Mau_126,Egyptian_Mau
Egyptian_Mau_127,Egyptian_Mau
Egyptian_Mau_128,Egyptian_Mau
Egyptian_Mau_12,Egyptian_Mau
Egyptian_Mau_130,Egyptian_Mau
Egyptian_Mau_131,Egyptian_Mau
Egyptian_Mau_132,Egyptian_Mau
Egyptian_Mau_133,Egyptian_Mau
Egyptian_Mau_134,Egyptian_Mau
Egyptian_Mau_136,Egyptian_Mau
Egyptian_Mau_138,Egyptian_Mau
Egyptian_Mau_13,Egyptian_Mau
Egyptian_Mau_140,Egyptian_Mau
Egyptian_Mau_141,Egyptian_Mau
Egyptian_Mau_142,Egyptian_Mau
Egyptian_Mau_143,Egyptian_Mau
Egyptian_Mau_144,Egyptian_Mau
Egyptian_Mau_146,Egyptian_Mau
Egyptian_Mau_147,Egyptian_Mau
english_cocker_spaniel_100,english_cocker_spaniel
english_cocker_spaniel_101,english_cocker_spaniel
english_cocker_spaniel_102,english_cocker_spaniel
english_cocker_spaniel_103,english_cocker_spaniel
english_cocker_spaniel_104,english_cocker_spaniel
english_cocker_spaniel_105,english_cocker_spaniel
english_cocker_spaniel_106,english_cocker_spaniel
english_cocker_spaniel_107,english_cocker_spaniel
english_cocker_spaniel_108,english_cocker_spaniel
english_cocker_spaniel_109,english_cocker_spaniel
english_cocker_spaniel_10,english_cocker_spaniel
english_cocker_spaniel_110,english_cocker_spaniel
english_cocker_spaniel_111,english_cocker_spaniel
english_cocker_spaniel_112,english_cocker_spaniel
english_cocker_spaniel_113,english_cocker_spaniel
english_cocker_spaniel_114,english_cocker_spaniel
english_cocker_spaniel_115,english_cocker_spaniel
english_cocker_spaniel_116,english_cocker_spaniel
english_cocker_spaniel_117,english_cocker_spaniel
english_cocker_spaniel_118,english_cocker_spaniel
english_cocker_spaniel_119,english_cocker_spaniel
english_cocker_spaniel_11,english_cocker_spaniel
english_cocker_spaniel_120,english_cocker_spaniel
english_cocker_spaniel_121,english_cocker_spaniel
english_cocker_spaniel_122,english_cocker_spaniel
english_cocker_spaniel_123,english_cocker_spaniel
english_cocker_spaniel_124,english_cocker_spaniel
english_cocker_spaniel_125,english_cocker_spaniel
english_cocker_spaniel_126,english_cocker_spaniel
english_cocker_spaniel_127,english_cocker_spaniel
english_cocker_spaniel_128,english_cocker_spaniel
english_cocker_spaniel_129,english_cocker_spaniel
english_cocker_spaniel_12,english_cocker_spaniel
english_cocker_spaniel_130,english_cocker_spaniel
english_cocker_spaniel_131,english_cocker_spaniel
english_cocker_spaniel_132,english_cocker_spaniel
english_cocker_spaniel_133,english_cocker_spaniel
english_cocker_spaniel_134,english_cocker_spaniel
english_cocker_spaniel_135,english_cocker_spaniel
english_cocker_spaniel_136,english_cocker_spaniel
english_cocker_spaniel_137,english_cocker_spaniel
english_cocker_spaniel_138,english_cocker_spaniel
english_cocker_spaniel_139,english_cocker_spaniel
english_cocker_spaniel_13,english_cocker_spaniel
english_cocker_spaniel_140,english_cocker_spaniel
english_cocker_spaniel_141,english_cocker_spaniel
english_cocker_spaniel_142,english_cocker_spaniel
english_cocker_spaniel_143,english_cocker_spaniel
english_cocker_spaniel_144,english_cocker_spaniel
english_cocker_spaniel_145,english_cocker_spaniel
english_setter_100,english_setter
english_setter_101,english_setter
english_setter_102,english_setter
english_setter_103,english_setter
english_setter_104,english_setter
english_setter_105,english_setter
english_setter_106,english_setter
english_setter_107,english_setter
english_setter_108,english_setter
english_setter_109,english_setter
english_setter_10,english_setter
english_setter_110,english_setter
english_setter_111,english_setter
english_setter_112,english_setter
english_setter_113,english_setter
english_setter_114,english_setter
english_setter_115,english_setter
english_setter_116,english_setter
english_setter_117,english_setter
english_setter_118,english_setter
english_setter_119,english_setter
english_setter_11,english_setter
english_setter_120,english_setter
english_setter_121,english_setter
english_setter_122,english_setter
english_setter_123,english_setter
english_setter_124,english_setter
english_setter_125,english_setter
english_setter_126,english_setter
english_setter_127,english_setter
english_setter_128,english_setter
english_setter_129,english_setter
english_setter_12,english_setter
english_setter_130,english_setter
english_setter_131,english_setter
english_setter_132,english_setter
english_setter_133,english_setter
english_setter_134,english_setter
english_setter_135,english_setter
english_setter_136,english_setter
english_setter_137,english_setter
english_setter_138,english_setter
english_setter_139,english_setter
english_setter_13,english_setter
english_setter_140,english_setter
english_setter_141,english_setter
english_setter_142,english_setter
english_setter_143,english_setter
english_setter_144,english_setter
english_setter_145,english_setter
german_shorthaired_100,german_shorthaired
german_shorthaired_101,german_shorthaired
german_shorthaired_102,german_shorthaired
german_shorthaired_103,german_shorthaired
german_shorthaired_104,german_shorthaired
german_shorthaired_105,german_shorthaired
german_shorthaired_106,german_shorthaired
german_shorthaired_107,german_shorthaired
german_shorthaired_108,german_shorthaired
german_shorthaired_109,german_shorthaired
german_shorthaired_10,german_shorthaired
german_shorthaired_110,german_shorthaired
german_shorthaired_111,german_shorthaired
german_shorthaired_112,german_shorthaired
german_shorthaired_113,german_shorthaired
german_shorthaired_114,german_shorthaired
german_shorthaired_115,german_shorthaired
german_shorthaired_116,german_shorthaired
german_shorthaired_117,german_shorthaired
german_shorthaired_118,german_shorthaired
german_shorthaired_119,german_shorthaired
german_shorthaired_11,german_shorthaired
german_shorthaired_120,german_shorthaired
german_shorthaired_121,german_shorthaired
german_shorthaired_122,german_shorthaired
german_shorthaired_123,german_shorthaired
german_shorthaired_124,german_shorthaired
german_shorthaired_125,german_shorthaired
german_shorthaired_126,german_shorthaired
german_shorthaired_127,german_shorthaired
german_shorthaired_128,german_shorthaired
german_shorthaired_129,german_shorthaired
german_shorthaired_12,german_shorthaired
german_shorthaired_130,german_shorthaired
german_shorthaired_131,german_shorthaired
german_shorthaired_132,german_shorthaired
german_shorthaired_133,german_shorthaired
german_shorthaired_134,german_shorthaired
german_shorthaired_135,german_shorthaired
german_shorthaired_136,german_shorthaired
german_shorthaired_137,german_shorthaired
german_shorthaired_138,german_shorthaired
german_shorthaired_139,german_shorthaired
german_shorthaired_13,german_shorthaired
german_shorthaired_140,german_shorthaired
german_shorthaired_141,german_shorthaired
german_shorthaired_142,german_shorthaired
german_shorthaired_143,german_shorthaired
german_shorthaired_144,german_shorthaired
german_shorthaired_145,german_shorthaired
great_pyrenees_100,great_pyrenees
great_pyrenees_101,great_pyrenees
great_pyrenees_102,great_pyrenees
great_pyrenees_103,great_pyrenees
great_pyrenees_104,great_pyrenees
great_pyrenees_105,great_pyrenees
great_pyrenees_106,great_pyrenees
great_pyrenees_107,great_pyrenees
great_pyrenees_108,great_pyrenees
great_pyrenees_109,great_pyrenees
great_pyrenees_10,great_pyrenees
great_pyrenees_110,great_pyrenees
great_pyrenees_111,great_pyrenees
great_pyrenees_112,great_pyrenees
great_pyrenees_113,great_pyrenees
great_pyrenees_114,great_pyrenees
great_pyrenees_115,great_pyrenees
great_pyrenees_116,great_pyrenees
great_pyrenees_117,great_pyrenees
great_pyrenees_118,great_pyrenees
great_pyrenees_119,great_pyrenees
great_pyrenees_11,great_pyrenees
great_pyrenees_120,great_pyrenees
great_pyrenees_121,great_pyrenees
great_pyrenees_122,great_pyrenees
great_pyrenees_123,great_pyrenees
great_pyrenees_124,great_pyrenees
great_pyrenees_125,great_pyrenees
great_pyrenees_126,great_pyrenees
great_pyrenees_127,great_pyrenees
great_pyrenees_128,great_pyrenees
great_pyrenees_129,great_pyrenees
great_pyrenees_12,great_pyrenees
great_pyrenees_130,great_pyrenees
great_pyrenees_131,great_pyrenees
great_pyrenees_132,great_pyrenees
great_pyrenees_133,great_pyrenees
great_pyrenees_134,great_pyrenees
great_pyrenees_135,great_pyrenees
great_pyrenees_136,great_pyrenees
great_pyrenees_137,great_pyrenees
great_pyrenees_138,great_pyrenees
great_pyrenees_139,great_pyrenees
great_pyrenees_13,great_pyrenees
great_pyrenees_140,great_pyrenees
great_pyrenees_141,great_pyrenees
great_pyrenees_142,great_pyrenees
great_pyrenees_143,great_pyrenees
great_pyrenees_144,great_pyrenees
great_pyrenees_145,great_pyrenees
havanese_100,havanese
havanese_101,havanese
havanese_102,havanese
havanese_103,havanese
havanese_104,havanese
havanese_105,havanese
havanese_106,havanese
havanese_107,havanese
havanese_108,havanese
havanese_109,havanese
havanese_10,havanese
havanese_110,havanese
havanese_111,havanese
havanese_112,havanese
havanese_113,havanese
havanese_114,havanese
havanese_115,havanese
havanese_116,havanese
havanese_117,havanese
havanese_118,havanese
havanese_119,havanese
havanese_11,havanese
havanese_120,havanese
havanese_121,havanese
havanese_122,havanese
havanese_123,havanese
havanese_124,havanese
havanese_125,havanese
havanese_126,havanese
havanese_127,havanese
havanese_128,havanese
havanese_129,havanese
havanese_12,havanese
havanese_130,havanese
havanese_131,havanese
havanese_132,havanese
havanese_133,havanese
havanese_134,havanese
havanese_135,havanese
havanese_136,havanese
havanese_137,havanese
havanese_138,havanese
havanese_139,havanese
havanese_13,havanese
havanese_140,havanese
havanese_141,havanese
havanese_142,havanese
havanese_143,havanese
havanese_144,havanese
havanese_145,havanese
japanese_chin_100,japanese_chin
japanese_chin_101,japanese_chin
japanese_chin_102,japanese_chin
japanese_chin_103,japanese_chin
japanese_chin_104,japanese_chin
japanese_chin_105,japanese_chin
japanese_chin_106,japanese_chin
japanese_chin_107,japanese_chin
japanese_chin_108,japanese_chin
japanese_chin_109,japanese_chin
japanese_chin_10,japanese_chin
japanese_chin_110,japanese_chin
japanese_chin_111,japanese_chin
japanese_chin_112,japanese_chin
japanese_chin_113,japanese_chin
japanese_chin_114,japanese_chin
japanese_chin_115,japanese_chin
japanese_chin_116,japanese_chin
japanese_chin_117,japanese_chin
japanese_chin_118,japanese_chin
japanese_chin_119,japanese_chin
japanese_chin_11,japanese_chin
japanese_chin_120,japanese_chin
japanese_chin_121,japanese_chin
japanese_chin_122,japanese_chin
japanese_chin_123,japanese_chin
japanese_chin_124,japanese_chin
japanese_chin_125,japanese_chin
japanese_chin_126,japanese_chin
japanese_chin_127,japanese_chin
japanese_chin_128,japanese_chin
japanese_chin_129,japanese_chin
japanese_chin_12,japanese_chin
japanese_chin_130,japanese_chin
japanese_chin_131,japanese_chin
japanese_chin_132,japanese_chin
japanese_chin_133,japanese_chin
japanese_chin_134,japanese_chin
japanese_chin_135,japanese_chin
japanese_chin_136,japanese_chin
japanese_chin_137,japanese_chin
japanese_chin_138,japanese_chin
japanese_chin_139,japanese_chin
japanese_chin_13,japanese_chin
japanese_chin_140,japanese_chin
japanese_chin_141,japanese_chin
japanese_chin_142,japanese_chin
japanese_chin_143,japanese_chin
japanese_chin_144,japanese_chin
japanese_chin_145,japanese_chin
keeshond_100,keeshond
keeshond_101,keeshond
keeshond_102,keeshond
keeshond_103,keeshond
keeshond_104,keeshond
keeshond_105,keeshond
keeshond_106,keeshond
keeshond_107,keeshond
keeshond_108,keeshond
keeshond_109,keeshond
keeshond_10,keeshond
keeshond_110,keeshond
keeshond_111,keeshond
keeshond_112,keeshond
